data_structure,mean,median,stdev,count
BWT-HMM,6.95557487487793,6.94438362121582,0.19497674284412075,25
BWT-HMM-Merging,1.171262445449829,1.136301040649414,0.14087765162397606,25
Kmer-Index,0.35437550544738766,0.3469357490539551,0.033467926930844175,25
MLSE-Viterbi,0.44822544097900385,0.4439032077789306,0.03584208127300456,25
